ID,LST_num,condition,puzzles,solutions
588,,Quaternary,1040500131000403,4
589,,Quaternary,0050340020344000,4
590,,Quaternary,3104405020310003,1
591,,Quaternary,2300001041500003,3
592,,Quaternary,0520000430011000,1
593,,Quaternary,1030450023410012,1
594,,Quaternary,0002045020403004,2
595,,Quaternary,0200100405020013,1
596,,Quaternary,1042300040030501,4
597,,Quaternary,0504100020000020,2
598,,Quaternary,2000020450000400,4
599,,Quaternary,0301501000302003,3
600,,Quaternary,2340020541000000,4
601,,Quaternary,0032000030000504,3
602,,Quaternary,1023231001053040,2
603,,Quaternary,0402200005000020,2
604,,Quaternary,0040100403003501,4
605,,Quaternary,0001020320304500,3
606,,Quaternary,4001054000001000,1
607,,Quaternary,4002200000100050,2
608,,Quaternary,1324200531400230,3
609,,Quaternary,5100003000000013,3
610,,Quaternary,0025100001033000,1
611,,Quaternary,0041200003050020,2
612,,Quaternary,0100100330004510,3
613,,Quaternary,2000005104004000,4
614,,Quaternary,2000023430000051,2
615,,Quaternary,4312500000030030,3
616,,Quaternary,0003205030000040,3
617,,Quaternary,0503103223400014,1
618,,Quaternary,0020050320304000,2
619,,Quaternary,1304000030500410,4
620,,Quaternary,1000000403504010,4
621,,Quaternary,0024035020311000,1
622,,Quaternary,1000310020044005,1
623,,Quaternary,1300314020000051,3
624,,Quaternary,0103100020400054,1
625,,Quaternary,0504400020000020,2
626,,Quaternary,1003302023040152,3
627,,Quaternary,2400005010304000,4
628,,Quaternary,4012020005001020,1
629,,Quaternary,4023045003043041,3
630,,Quaternary,0300250000144003,4
631,,Quaternary,1000300400054100,1
632,,Quaternary,4013050130001400,3
633,,Quaternary,3120005000011000,1
634,,Quaternary,1003300041000504,3
635,,Quaternary,1203000003023050,2
636,,Quaternary,1200000000250100,1
637,,Quaternary,0023420030400500,3
638,,Quaternary,4000040030000052,4
639,,Quaternary,0401054020340003,3
640,,Quaternary,1340003031000053,1
641,,Quaternary,0340000540001032,4
642,,Quaternary,0300000330001050,3
643,,Quaternary,4000000150000104,1
644,,Quaternary,1002020400410050,2
645,,Quaternary,2040120003050420,2
646,,Quaternary,0300300040032050,3
647,,Quaternary,0423304223140500,2
648,,Quaternary,3005040000100130,1
649,,Quaternary,1020310523004201,2
650,,Quaternary,1000350023000001,1
651,,Quaternary,4001300521400400,4
652,,Quaternary,0100400000015000,1
653,,Quaternary,0024400524000200,2
654,,Quaternary,4000500401400413,1
655,,Quaternary,2031050003200042,2
656,,Quaternary,0100005000301000,1
657,,Quaternary,1000300140300050,1
658,,Quaternary,0005300000420030,3
659,,Quaternary,1240230040020050,2
660,,Quaternary,1000342000454300,3
661,,Quaternary,1500004003040000,4
662,,Quaternary,0302000304005010,3
663,,Quaternary,0002200000500040,2
664,,Quaternary,3001231405301023,1
665,,Quaternary,2500304003040002,4
666,,Quaternary,0000250000014010,1
667,,Quaternary,1050002020040410,4
668,,Quaternary,2400000300054000,4
669,,Quaternary,3040100400534001,1
670,,Quaternary,4320050021430004,4
671,,Quaternary,1020000300050240,2
672,,Quaternary,5030301423410103,1
673,,Quaternary,4520103220433014,3
674,,Quaternary,0043001440020520,4
675,,Quaternary,0300020040201005,2
676,,Quaternary,0000250000301003,3
677,,Quaternary,0001500021044013,1
678,,Quaternary,2104105004200013,4
679,,Quaternary,3400005420034021,3
680,,Quaternary,4000000400501400,4
681,,Quaternary,1020540000420000,2
682,,Quaternary,3000051020000003,3
683,,Quaternary,3401001540300000,4
684,,Quaternary,0040230040021500,4
685,,Quaternary,1030020425000001,1
686,,Quaternary,0000001030050130,1
687,,Quaternary,1032300103504103,1
688,,Quaternary,0001100000300050,1
689,,Quaternary,0100025300201302,1
690,,Quaternary,0024030520000240,2
691,,Quaternary,0004001025000001,1
692,,Quaternary,0001500030000410,1
693,,Quaternary,0540000330001032,3
694,,Quaternary,0000000135002010,1
695,,Quaternary,1040045030004003,3
696,,Quaternary,0240100040020503,4
697,,Quaternary,0300003402053020,3
698,,Quaternary,4500000330000104,3
699,,Quaternary,3002100405400001,1
700,,Quaternary,0102300000235001,2
701,,Quaternary,0400000500414000,4
702,,Quaternary,0400005000304003,4
703,,Quaternary,0000000323044050,3
704,,Quaternary,0051000441022410,4
705,,Quaternary,2001004303005000,3
706,,Quaternary,1423015203013200,3
707,,Quaternary,0021050043001000,1
708,,Quaternary,0501401300323124,3
709,,Quaternary,1000200101000050,1
710,,Quaternary,0012010050033020,1
711,,Quaternary,0030400051000003,3
712,,Quaternary,0103103220410510,2
713,,Quaternary,0103003220000540,2
714,,Quaternary,0350320101001400,1
715,,Quaternary,0500010220044030,4
716,,Quaternary,2003310203240050,3
717,,Quaternary,0503001000201200,1
718,,Quaternary,4000200400200050,4
719,,Quaternary,0520003221003010,3
720,,Quaternary,0130500320000010,1
721,,Quaternary,4020000420400510,4
722,,Quaternary,4302305002432134,2
723,,Quaternary,0050300400200400,4
724,,Quaternary,0420010223054200,4
725,,Quaternary,0350300400034000,4
726,,Quaternary,0043010040000530,4
727,,Quaternary,4302205000430100,3
728,,Quaternary,4302004530002104,3
729,,Quaternary,0134120000254012,1
730,,Quaternary,0300324000254000,3
731,,Quaternary,2000040050000304,4
732,,Quaternary,3000230000201050,3
733,,Quaternary,1020005000044000,4
734,,Quaternary,0003030050001000,3
735,,Quaternary,2001005403424213,2
736,,Quaternary,4000040001501004,4
737,,Quaternary,4020005430002403,3
738,,Quaternary,1002042001054000,4
739,,Quaternary,2034324103501403,1
740,,Quaternary,0300302020504003,3
741,,Quaternary,5100320000040400,4
742,,Quaternary,0400310250000004,4
743,,Quaternary,4300500221000014,1
744,,Quaternary,4030000503000001,3
745,,Quaternary,0000052030011000,1
746,,Quaternary,4300300000450034,3
747,,Quaternary,5003200003400004,4
748,,Quaternary,2000003450030400,4
749,,Quaternary,1002300401430520,3
750,,Quaternary,0000510020040040,4
751,,Quaternary,2100005000010040,1
752,,Quaternary,0005100000100104,1
753,,Quaternary,2104104034210052,1
754,,Quaternary,1423003520043240,2
755,,Quaternary,4310020530000030,3
756,,Quaternary,3002120453000023,2
757,,Quaternary,0003000030400150,3
758,,Quaternary,1002052440010410,1
759,,Quaternary,0021300021300503,2
760,,Quaternary,0031000015004003,3
761,,Quaternary,4300020100532000,2
762,,Quaternary,0403405003003201,3
763,,Quaternary,0300000350404030,3
764,,Quaternary,0000000135000310,1
765,,Quaternary,3400015000030000,3
766,,Quaternary,1000050020103041,1
767,,Quaternary,0000025000044000,4
768,,Quaternary,0342240000154000,4
769,,Quaternary,0050140020044000,4
770,,Quaternary,0040030540001030,4
771,,Quaternary,1000020140300050,1
772,,Quaternary,2030000400504000,4
773,,Quaternary,3400100005000010,1
774,,Quaternary,0502300040000040,4
