ID,LST_num,condition,puzzles,solutions
408,,Ternary,4000100053100000,2
409,,Ternary,4000140500000002,3
410,,Ternary,1000503400003401,2
411,,Ternary,0030000120454002,3
412,,Ternary,0000000140050003,2
413,,Ternary,3054000300201002,1
414,,Ternary,1000205302400000,1
415,,Ternary,1503020001040010,4
416,,Ternary,0000000000201350,4
417,,Ternary,2035000400000310,1
418,,Ternary,1003003043050012,1
419,,Ternary,4000200000005100,3
420,,Ternary,3041031041051423,2
421,,Ternary,0000250301001000,4
422,,Ternary,2000401501040002,3
423,,Ternary,0320004020010053,1
424,,Ternary,0000100050204300,3
425,,Ternary,0000300050021030,4
426,,Ternary,0501024020340400,3
427,,Ternary,4020000003401054,3
428,,Ternary,3001000350420130,1
429,,Ternary,2501000034001000,3
430,,Ternary,4000200051000004,3
431,,Ternary,0020020025040310,1
432,,Ternary,1025031221343040,3
433,,Ternary,0312542010032030,3
434,,Ternary,0000103530000002,4
435,,Ternary,4300002501030034,1
436,,Ternary,1000000201354000,4
437,,Ternary,0001340000432035,4
438,,Ternary,0054000000204010,3
439,,Ternary,4030020023050001,4
440,,Ternary,4300305100000043,2
441,,Ternary,0000040025004310,1
442,,Ternary,4000140223050014,1
443,,Ternary,2143023130000504,3
444,,Ternary,4053000130201432,1
445,,Ternary,0042201000303105,4
446,,Ternary,0000002010004053,1
447,,Ternary,2001010050304000,1
448,,Ternary,2003301040251402,1
449,,Ternary,0523040020001000,1
450,,Ternary,3020021000000450,3
451,,Ternary,0341001400520000,3
452,,Ternary,5021030001304003,3
453,,Ternary,0002501423000423,3
454,,Ternary,3001005401300423,1
455,,Ternary,0003520423001030,3
456,,Ternary,0203100520000042,4
457,,Ternary,4302520100000420,3
458,,Ternary,0302304105202134,4
459,,Ternary,5300200010000000,4
460,,Ternary,4102204000105003,1
461,,Ternary,0004052021004302,4
462,,Ternary,0002000000003015,4
463,,Ternary,1000503230000000,4
464,,Ternary,0352000420000010,4
465,,Ternary,3051104020044210,2
466,,Ternary,3002201442501020,3
467,,Ternary,1403013020540000,1
468,,Ternary,0100104025300000,4
469,,Ternary,3000500421400002,1
470,,Ternary,0003103520400004,2
471,,Ternary,4302542000031004,3
472,,Ternary,3502001000001400,1
473,,Ternary,0103020440250000,1
474,,Ternary,0523000020410130,4
475,,Ternary,1300523021430410,4
476,,Ternary,0020540020341000,3
477,,Ternary,2300000001540032,2
478,,Ternary,3020000050420000,1
479,,Ternary,3000015400001023,3
480,,Ternary,5420000020043200,1
481,,Ternary,4010000030501023,4
482,,Ternary,0413304005240132,3
483,,Ternary,4012010500343400,3
484,,Ternary,4003230005240432,1
485,,Ternary,1203050430000100,3
486,,Ternary,1300241300450002,1
487,,Ternary,4320304000001050,3
488,,Ternary,0300002021405034,1
489,,Ternary,1050002101400004,3
490,,Ternary,0000001030501020,4
491,,Ternary,0340000401031005,2
492,,Ternary,5010300000004000,2
493,,Ternary,3000035441321023,1
494,,Ternary,3124400020000542,3
495,,Ternary,0000100501430004,2
496,,Ternary,1003501420000000,3
497,,Ternary,0400204050340100,1
498,,Ternary,0403203453103001,4
499,,Ternary,1000001200003105,4
500,,Ternary,0002201040350023,1
501,,Ternary,2050004003000032,1
502,,Ternary,3001201401521243,3
503,,Ternary,1023310520044030,2
504,,Ternary,1000300053200000,4
505,,Ternary,1000010025403004,3
506,,Ternary,5102000010004013,3
507,,Ternary,0002031400351020,1
508,,Ternary,1400000223000501,2
509,,Ternary,0502103443012413,1
510,,Ternary,2501000000000402,3
511,,Ternary,1020000430514012,4
512,,Ternary,1004000035404200,1
513,,Ternary,1053342103044030,4
514,,Ternary,1340200400530021,1
515,,Ternary,2000300403250400,1
516,,Ternary,4025000000411030,3
517,,Ternary,3020531020000000,4
518,,Ternary,1320301220034501,2
519,,Ternary,1520041000300003,3
520,,Ternary,0043100500040000,2
521,,Ternary,0020001000014050,3
522,,Ternary,4350001000001043,2
523,,Ternary,1000500321300420,4
524,,Ternary,0001000020030235,4
525,,Ternary,3001140300344052,1
526,,Ternary,0013040025000300,1
527,,Ternary,0001100002050024,3
528,,Ternary,1003401500303001,2
529,,Ternary,0001102043050000,2
530,,Ternary,0352000020400000,1
531,,Ternary,0302003442003405,1
532,,Ternary,1423510240310300,3
533,,Ternary,0400300223050001,4
534,,Ternary,1025300000044000,3
535,,Ternary,1000001030015102,4
536,,Ternary,0030300423054013,1
537,,Ternary,0103100050203000,4
538,,Ternary,1340400301045020,3
539,,Ternary,1003000420415032,4
540,,Ternary,0000120000214510,3
541,,Ternary,1020025121400000,3
542,,Ternary,4320541020430000,3
543,,Ternary,0100003430050012,1
544,,Ternary,0000320500040130,1
545,,Ternary,4501000023001000,2
546,,Ternary,0002020304200510,3
547,,Ternary,4105230400001043,2
548,,Ternary,0300324121341450,2
549,,Ternary,0001314203140053,2
550,,Ternary,2030000253044013,1
551,,Ternary,1300001000300054,2
552,,Ternary,0041530040001000,2
553,,Ternary,0100120030005020,4
554,,Ternary,0402005323400010,2
555,,Ternary,1000200500030004,1
556,,Ternary,4301020320050010,4
557,,Ternary,5041200401000400,3
558,,Ternary,0000000004003510,2
559,,Ternary,0320010000304050,1
560,,Ternary,4000013004020503,2
561,,Ternary,1020240000404053,1
562,,Ternary,5103143000044021,2
563,,Ternary,0003000440250000,1
564,,Ternary,0250000000300040,1
565,,Ternary,2301021441301450,2
566,,Ternary,3000000003400251,3
567,,Ternary,4020541000302003,3
568,,Ternary,0003541023001000,3
569,,Ternary,4312502100402034,3
570,,Ternary,1000200000005004,3
571,,Ternary,0000021000301052,4
572,,Ternary,4000503021000402,1
573,,Ternary,4001100420450410,3
574,,Ternary,0000200051044000,3
575,,Ternary,0543000000000100,2
576,,Ternary,1002240531204013,1
577,,Ternary,4015300101030030,2
578,,Ternary,1030430021400051,2
579,,Ternary,1423300053040201,2
580,,Ternary,1520040220434201,3
581,,Ternary,0000001423054000,1
582,,Ternary,2053324100000132,1
583,,Ternary,3000500121400000,4
584,,Ternary,0301000040050002,3
585,,Ternary,0020123021434502,3
586,,Ternary,2000100050300040,4
587,,Ternary,1305300200004000,4
588,,Ternary,3000521000420000,4
589,,Ternary,0103520030004010,1
590,,Ternary,3401100050400000,2
591,,Ternary,0400000023000510,2
592,,Ternary,2104120035200002,4
593,,Ternary,0201200441005003,1
594,,Ternary,1000501200043000,4
595,,Ternary,1000503220000041,4
596,,Ternary,0012025320300004,4
597,,Ternary,1340210000530020,1
598,,Ternary,0003540020001030,3
599,,Ternary,2000040150434300,1
600,,Ternary,0423415023000000,3
601,,Ternary,0100501320411000,4
602,,Ternary,1002300003450010,1
603,,Ternary,4302302000401054,3
604,,Ternary,0102300025400000,3
605,,Ternary,2004004000010352,1
606,,Ternary,4020043221405010,3
607,,Ternary,5201340000000000,4
608,,Ternary,0013243001541000,2
609,,Ternary,0000403200103250,4
610,,Ternary,1005300403000043,2
611,,Ternary,1023235000410100,1
612,,Ternary,4350002102030000,1
613,,Ternary,5302000020004210,1
614,,Ternary,1020500423000000,3
615,,Ternary,1002350423400213,1
616,,Ternary,3040100501020004,3
617,,Ternary,0024530020001200,4
618,,Ternary,2000500410400200,3
619,,Ternary,0324301021034051,3
620,,Ternary,0023301003501000,4
621,,Ternary,4012350101430204,4
622,,Ternary,0002124000303150,2
623,,Ternary,1050002100044132,4
624,,Ternary,2400000050043100,1
625,,Ternary,4123501032010002,2
626,,Ternary,4000500100032004,3
627,,Ternary,4120305000001040,1
628,,Ternary,0001030025040000,1
629,,Ternary,4200010020000504,3
630,,Ternary,0450300020304010,2
631,,Ternary,4000001500340002,3
632,,Ternary,5042300402000400,1
633,,Ternary,2001001051400004,3
634,,Ternary,4000200151000000,3
635,,Ternary,0000235000144002,4
636,,Ternary,0032300014050000,3
637,,Ternary,0001000420050100,3
638,,Ternary,1302021450304103,2
639,,Ternary,0300002000004053,1
640,,Ternary,0041230401521423,3
641,,Ternary,1420531040000241,2
642,,Ternary,3020000003420453,1
643,,Ternary,1023201500300140,4
644,,Ternary,2030000000004150,2
645,,Ternary,1000000053403004,2
646,,Ternary,0030045000014020,1
647,,Ternary,1403003223003510,2
648,,Ternary,0000540030001000,2
649,,Ternary,1400503220400000,4
650,,Ternary,0523000420014102,4
651,,Ternary,5103200002001030,4
652,,Ternary,2341001040251402,3
653,,Ternary,1000320000005040,2
654,,Ternary,0154000000214012,3
655,,Ternary,3502240000310000,1
656,,Ternary,3000501400311000,2
657,,Ternary,0301503401002003,1
658,,Ternary,1040503440020000,2
659,,Ternary,0002002404354000,1
660,,Ternary,0000100050344000,2
661,,Ternary,1000051324300000,2
662,,Ternary,0003301040250002,1
663,,Ternary,5300203400021003,4
664,,Ternary,3021010000001053,4
665,,Ternary,2000000000043105,2
666,,Ternary,1300052001004010,4
667,,Ternary,1000000001043025,1
668,,Ternary,4000000053402004,1
669,,Ternary,1000240500010000,3
670,,Ternary,3002150423004023,2
671,,Ternary,5401300000000000,2
672,,Ternary,4130300120500043,1
673,,Ternary,2001001003423050,2
674,,Ternary,4000300120540032,1
675,,Ternary,4000501021030000,3
676,,Ternary,3401000005344200,1
677,,Ternary,3000010440020523,4
678,,Ternary,0520030401301040,4
679,,Ternary,1304301521034000,2
680,,Ternary,0000501240000104,3
681,,Ternary,4035000000000002,1
682,,Ternary,0023000400150340,2
683,,Ternary,0040100001302503,4
684,,Ternary,4300501300021000,2
685,,Ternary,2100123403025420,3
686,,Ternary,1423013220153040,4
687,,Ternary,0320000010002510,4
688,,Ternary,2051020300300000,4
689,,Ternary,0000300020005001,4
690,,Ternary,5003000020004000,1
691,,Ternary,5300001010044000,2
692,,Ternary,0000001342053000,1
693,,Ternary,0503314000200400,2
694,,Ternary,0001200300200405,2
695,,Ternary,0421000200544213,3
696,,Ternary,3104001020501040,3
697,,Ternary,5100000023004000,3
698,,Ternary,0003200530400004,1
699,,Ternary,4010340000002054,3
700,,Ternary,2040120054000010,3
701,,Ternary,3000000400312450,1
702,,Ternary,1000500204003000,4
703,,Ternary,4300004030001504,2
704,,Ternary,0020004020001052,3
705,,Ternary,2001400050300000,1
706,,Ternary,1342000045202000,1
707,,Ternary,1030012423004053,1
708,,Ternary,1320001220404501,2
709,,Ternary,0000531020000000,4
710,,Ternary,4320501201401034,3
711,,Ternary,0320301000002504,1
712,,Ternary,0000002430502410,4
713,,Ternary,1000421300005020,3
714,,Ternary,4000500200001000,3
715,,Ternary,4520000221433014,3
716,,Ternary,2000000253004000,1
717,,Ternary,5002000010003004,4
718,,Ternary,0203003000201050,4
719,,Ternary,2000300050040000,1
720,,Ternary,0102205400300003,1
721,,Ternary,3150001020001040,2
722,,Ternary,2300123401230450,1
723,,Ternary,1025023021430402,4
724,,Ternary,1400000200003045,1
725,,Ternary,0402300020015010,4
726,,Ternary,1403300050040000,2
727,,Ternary,4001200500100004,3
728,,Ternary,1000405020340010,2
729,,Ternary,1350002002030030,4
730,,Ternary,3010500421400000,1
731,,Ternary,0021015000304002,4
732,,Ternary,0000043520000001,2
733,,Ternary,0000001000304050,2
734,,Ternary,2051123401033010,4
735,,Ternary,1324000121403450,1
736,,Ternary,3120521003001000,4
737,,Ternary,1200001401300450,2
738,,Ternary,4300302101401054,3
739,,Ternary,1200003050043000,2
740,,Ternary,0000230051030000,4
741,,Ternary,1300001004005042,3
742,,Ternary,0000000023105130,4
743,,Ternary,1423320050040102,2
744,,Ternary,3400501020000000,4
745,,Ternary,2051001041301000,4
746,,Ternary,0001421303425130,2
747,,Ternary,0010000000304053,2
748,,Ternary,4000041520030000,2
749,,Ternary,0000400120405032,1
750,,Ternary,0300104000300052,1
751,,Ternary,0000000000304150,2
752,,Ternary,0420015220041043,3
753,,Ternary,3002000443050010,1
754,,Ternary,4320514000042010,3
755,,Ternary,4250000400001030,1
756,,Ternary,1504000000434201,3
757,,Ternary,3501001221000200,4
758,,Ternary,0301004020050004,3
759,,Ternary,4003043000421050,2
760,,Ternary,4500000203003100,2
761,,Ternary,2350001400000100,4
762,,Ternary,0501043223044003,2
763,,Ternary,3000100050400020,2
764,,Ternary,2100000050043000,1
765,,Ternary,2010020000300453,2
766,,Ternary,1023001040053041,2
767,,Ternary,0000501230001000,4
768,,Ternary,0000200040005003,1
769,,Ternary,1300000021405410,3
770,,Ternary,0021300052400004,1
771,,Ternary,0000320000324150,2
772,,Ternary,0002120420404503,1
773,,Ternary,3401034225044013,1
774,,Ternary,3400100050020000,4
775,,Ternary,0423013230010354,1
776,,Ternary,0000150403003000,2
777,,Ternary,0154124004314302,2
778,,Ternary,0250001020430001,3
779,,Ternary,0130020005030004,4
780,,Ternary,1342400000005020,3
781,,Ternary,0503100004000100,2
782,,Ternary,0001201005420304,1
783,,Ternary,0135031430001000,2
784,,Ternary,0300003002403504,1
785,,Ternary,0102002035000400,2
786,,Ternary,0100401030005002,1
787,,Ternary,0402300050014010,2
788,,Ternary,1400503400023000,2
789,,Ternary,4312304020541403,3
790,,Ternary,0340215000030020,3
791,,Ternary,0354001020000030,2
792,,Ternary,0402510323410010,4
793,,Ternary,3000500410000000,2
794,,Ternary,1053040000240010,4
795,,Ternary,3001100320050000,4
796,,Ternary,0524200040311340,1
797,,Ternary,0021354002000400,1
798,,Ternary,1003003000004052,1
799,,Ternary,4025000000033004,1
800,,Ternary,4321000021050014,3
801,,Ternary,0400300040302510,3
802,,Ternary,0003300140050020,2
803,,Ternary,0503023001401000,4
804,,Ternary,1003200400005400,3
805,,Ternary,0002200050103000,4
806,,Ternary,3005230440321400,1
807,,Ternary,1200231045300001,1
808,,Ternary,3000540023000013,1
809,,Ternary,4000500200103104,1
810,,Ternary,2003020135400000,1
811,,Ternary,5300100000204002,2
812,,Ternary,3002100400350000,1
813,,Ternary,0041231450324103,1
814,,Ternary,4000000423050403,1
815,,Ternary,3001100023050030,4
816,,Ternary,0100120420004500,3
817,,Ternary,0523200440310100,4
818,,Ternary,1000230541300001,4
819,,Ternary,3040501400300420,2
820,,Ternary,0030000420034051,2
