ID,LST_num,condition,puzzles,solutions
182,,Binary,1300001021534001,4
183,,Binary,1300400020005000,3
184,,Binary,3001201440205400,1
185,,Binary,3100001025310040,4
186,,Binary,0104120354214310,3
187,,Binary,3042230445310400,2
188,,Binary,5000200042301000,3
189,,Binary,3051001040321420,4
190,,Binary,1042041340350124,1
191,,Binary,4020043220003514,2
192,,Binary,0000120000304352,1
193,,Binary,0324004540013012,3
194,,Binary,0124105224304013,4
195,,Binary,1000200350003000,4
196,,Binary,1420400223015200,3
197,,Binary,0351004310340412,2
198,,Binary,1032000020414153,2
199,,Binary,1034540121004310,3
200,,Binary,1423050203000201,1
201,,Binary,2451000040003000,3
202,,Binary,1403004103054132,4
203,,Binary,1324201042350040,1
204,,Binary,5240230441321003,3
205,,Binary,4001514313040410,2
206,,Binary,0000100420003452,1
207,,Binary,1423320020044152,3
208,,Binary,0400004021350000,4
209,,Binary,1534041021004021,2
210,,Binary,1023000123153100,4
211,,Binary,1040500420004003,3
212,,Binary,0050021300301020,4
213,,Binary,0020003223403514,2
214,,Binary,1020410223405004,3
215,,Binary,0010324020341453,2
216,,Binary,1000000024350002,1
217,,Binary,1452300420410210,3
218,,Binary,3021030021001253,4
219,,Binary,0352042002430134,1
220,,Binary,1000000000004315,2
221,,Binary,1320510020004000,3
222,,Binary,3000042023154032,4
223,,Binary,2401514200040003,3
224,,Binary,0351103401402410,2
225,,Binary,4352040112400034,1
226,,Binary,1420310223045201,4
227,,Binary,2000000000004352,1
228,,Binary,4021245300401004,1
229,,Binary,0004124534010312,3
230,,Binary,5423300000044001,1
231,,Binary,4020103050403014,2
232,,Binary,3521031221301200,4
233,,Binary,4001500030422004,1
234,,Binary,0400010003024513,2
235,,Binary,0354324000234132,1
236,,Binary,4302024100050104,3
237,,Binary,3001231441305000,1
238,,Binary,4100500420401003,3
239,,Binary,2154124034204000,3
240,,Binary,2040100040305000,3
241,,Binary,2301320441001435,2
242,,Binary,3041531041001423,2
243,,Binary,2401500010404000,3
244,,Binary,2451004210044210,3
245,,Binary,3421534220040203,1
246,,Binary,2100120034210512,3
247,,Binary,0023020123050132,4
248,,Binary,4012354100202104,2
249,,Binary,1302521420300123,3
250,,Binary,5024103223004003,3
251,,Binary,3020530020004030,1
252,,Binary,4103501020011342,3
253,,Binary,2351123440230000,4
254,,Binary,1403000220143251,4
255,,Binary,2103320005210402,3
256,,Binary,4320354200042413,1
257,,Binary,4000123403405412,3
258,,Binary,4001040330450024,2
259,,Binary,0020031000301050,4
260,,Binary,5001100020344010,3
261,,Binary,4352200002030000,1
262,,Binary,1532320023040023,4
263,,Binary,1000503234002010,4
264,,Binary,2451120043000120,3
265,,Binary,5000100020004000,3
266,,Binary,5400230040023004,1
267,,Binary,4352040000030030,1
268,,Binary,1000541300000130,2
269,,Binary,1340200452130401,4
270,,Binary,1024001021404050,3
271,,Binary,4002142052410130,3
272,,Binary,4021500421433000,1
273,,Binary,2451000000004000,3
274,,Binary,2154104300204312,3
275,,Binary,0320003200403514,2
276,,Binary,1403410223053204,1
277,,Binary,0500030004004100,2
278,,Binary,1000500040003204,2
279,,Binary,1002200450003000,4
280,,Binary,3200531400321403,2
281,,Binary,0005042323144132,1
282,,Binary,3542130040000000,1
283,,Binary,0130124004014512,3
284,,Binary,1000503020103200,4
285,,Binary,2301000500030402,4
286,,Binary,4521000020001000,3
287,,Binary,3040100050004000,2
288,,Binary,0002125400034000,3
289,,Binary,2001320441531430,2
290,,Binary,0001140323044532,1
291,,Binary,0000513200103200,4
292,,Binary,2050003440100020,4
293,,Binary,1003235400400130,1
294,,Binary,0403513223003204,4
295,,Binary,0102231442310500,4
296,,Binary,3124005120100042,3
297,,Binary,3042531400311403,2
298,,Binary,4312320150232100,1
299,,Binary,0020030025344000,1
300,,Binary,4050123401430021,1
301,,Binary,2451024043020120,3
302,,Binary,4523043013000000,1
303,,Binary,1000400023005001,3
304,,Binary,2000123500004000,4
305,,Binary,0042320500030401,4
306,,Binary,0100102020014513,2
307,,Binary,1320423020005412,3
308,,Binary,1420450003400210,1
309,,Binary,3000020425434010,1
310,,Binary,4100300020005000,1
311,,Binary,1000201030015000,4
312,,Binary,0003513223000000,4
313,,Binary,5040231442301403,3
314,,Binary,1243001530210102,4
315,,Binary,1203050001300420,3
316,,Binary,1302425100003124,3
317,,Binary,4312324021005003,1
318,,Binary,4023301503411004,2
319,,Binary,0203400501340002,1
320,,Binary,2030510013004213,3
321,,Binary,0302024104202504,1
322,,Binary,1253240001204310,4
323,,Binary,5100100030014002,2
324,,Binary,3000500321304000,1
325,,Binary,1340500420004100,3
326,,Binary,4003000423450432,1
327,,Binary,2100100030005010,4
328,,Binary,3152201440300000,4
329,,Binary,3001030021540210,3
330,,Binary,5124200002001040,3
331,,Binary,0310420004030502,1
332,,Binary,4531002003020413,2
333,,Binary,1003300040005030,2
334,,Binary,4023301203001534,2
335,,Binary,3040500040301020,2
336,,Binary,1403350023140130,2
337,,Binary,2451314200204003,3
338,,Binary,4320305000401030,1
339,,Binary,0001031021351003,4
340,,Binary,4002040300415324,1
341,,Binary,4051023020430412,2
342,,Binary,1423513203000200,4
343,,Binary,0003003403050012,1
344,,Binary,0423354203140000,1
345,,Binary,0051041201431020,3
346,,Binary,1503010223403210,4
347,,Binary,0403300023540100,1
348,,Binary,4012340021405004,1
349,,Binary,0140035440301020,1
350,,Binary,3541230000000030,2
351,,Binary,4020234030141052,3
352,,Binary,1002200400054203,1
353,,Binary,1523320123004102,4
354,,Binary,2100004034250002,1
355,,Binary,0023320520040402,1
356,,Binary,1423003052410012,3
357,,Binary,2351021040301003,4
358,,Binary,1423003253413000,2
359,,Binary,2154100030000000,3
360,,Binary,4521300220400234,3
361,,Binary,2451300041031040,3
362,,Binary,3124401323005002,1
363,,Binary,2104024035014312,4
364,,Binary,4103004030141452,3
365,,Binary,4012002052430134,1
366,,Binary,2130324103501020,1
367,,Binary,3524130020314010,1
368,,Binary,1324241342350000,1
369,,Binary,1325003021000402,4
370,,Binary,3001534200040200,1
371,,Binary,3042002440050001,3
372,,Binary,1003215400204000,3
373,,Binary,3001201041205002,1
374,,Binary,0201001441350423,2
375,,Binary,2453304003004102,1
376,,Binary,0302003430054003,1
377,,Binary,0001031501031234,2
378,,Binary,5134000000014000,2
379,,Binary,1024204040310052,1
380,,Binary,2453324000040130,1
381,,Binary,0423000023154000,4
382,,Binary,3150001342311042,2
383,,Binary,2034024504010312,3
384,,Binary,3000500041031000,2
385,,Binary,4023301020411052,3
386,,Binary,3145231440010000,2
387,,Binary,5341020400004123,2
388,,Binary,1020510020004030,3
389,,Binary,3041231400001453,2
390,,Binary,5301200331401234,4
391,,Binary,1354004030000200,2
392,,Binary,5000200030001003,4
393,,Binary,1024401000303050,4
394,,Binary,0421531220401204,4
395,,Binary,0001030440050023,2
396,,Binary,0000020403003521,4
397,,Binary,0000153220000204,4
398,,Binary,0302000000012513,4
399,,Binary,0300003020403514,2
400,,Binary,1020345000400030,1
401,,Binary,1320401024303152,4
402,,Binary,0000001025430000,1
403,,Binary,0053302020144032,4
404,,Binary,3500031001321423,2
405,,Binary,4325001021430004,1
406,,Binary,3120500020001000,4
407,,Binary,0031240001401354,2
408,,Binary,1003401020005100,3
409,,Binary,0241030441521023,3
410,,Binary,0000000034254002,1
411,,Binary,1403403220153201,4
412,,Binary,1403415223103200,3
413,,Binary,3120501320311300,4
414,,Binary,1000003001004253,1
415,,Binary,1020300021405201,4
416,,Binary,5143000000000000,2
417,,Binary,0350041000401034,2
418,,Binary,0200140320144152,3
419,,Binary,4000500020001030,3
420,,Binary,0051041000400030,2
421,,Binary,3541040323140032,2
422,,Binary,1524401000313042,3
423,,Binary,4010540010002034,3
424,,Binary,1002230040205040,3
425,,Binary,0312304521341003,1
426,,Binary,1020430021540200,3
427,,Binary,4352340100432004,1
428,,Binary,4315342000400034,2
429,,Binary,3020500023001000,4
430,,Binary,1400314223544200,1
431,,Binary,0000000000003524,1
432,,Binary,2341420350041032,3
433,,Binary,3541231000001000,2
434,,Binary,0310020140321453,2
435,,Binary,2430310452034300,1
436,,Binary,0053324000244032,1
437,,Binary,4000100000143152,4
438,,Binary,3012120023405003,4
439,,Binary,3020500043001000,2
440,,Binary,0530310023404210,4
441,,Binary,0002120403212453,1
442,,Binary,4521040020403014,3
443,,Binary,3105021300011032,4
444,,Binary,1203501220304320,3
445,,Binary,1304000020003152,4
446,,Binary,0003000540310302,4
447,,Binary,1423014220050001,4
448,,Binary,0301521441301420,3
449,,Binary,1304041500414032,3
450,,Binary,3051001000340420,4
451,,Binary,3041001040521423,3
452,,Binary,1003020120150132,4
453,,Binary,1200345120044300,2
454,,Binary,4050002003420030,1
455,,Binary,3000002441350000,2
456,,Binary,3542031440300023,1
457,,Binary,4020541020401234,3
458,,Binary,4002500420301003,3
459,,Binary,2154000034200000,3
460,,Binary,1403415220403210,3
461,,Binary,4312324121300050,2
462,,Binary,1003500030044002,2
463,,Binary,0312020005043420,1
464,,Binary,1032230001033251,4
465,,Binary,1420310223150230,4
466,,Binary,5312002100000130,4
467,,Binary,0030234000140050,2
468,,Binary,0203340500341042,1
469,,Binary,3001020051434000,2
470,,Binary,1403321520404002,4
471,,Binary,3140205402301020,1
472,,Binary,4000501020001000,3
473,,Binary,4035130420030402,1
474,,Binary,1003540130244310,2
475,,Binary,0013024100050132,4
476,,Binary,0123523420400412,1
477,,Binary,3001503421404302,1
478,,Binary,1354023000400400,2
479,,Binary,0302020405400401,1
480,,Binary,0300004200004513,2
481,,Binary,0400120040003524,1
482,,Binary,1342200440103451,2
483,,Binary,1543300000010100,2
484,,Binary,5421034020344000,3
485,,Binary,2341520441301400,3
486,,Binary,3040230041350403,2
487,,Binary,3421005403424013,3
488,,Binary,1402200040005200,3
489,,Binary,2153320040010402,4
490,,Binary,1024001002414052,3
491,,Binary,4125000030001300,3
492,,Binary,3102501440301403,2
493,,Binary,4315040000002134,2
494,,Binary,0300010004020513,2
495,,Binary,1304421500420031,3
496,,Binary,1023501040003000,2
497,,Binary,2541000000021003,3
498,,Binary,4100530030001003,2
499,,Binary,1354021000000100,2
500,,Binary,0050001030420030,2
501,,Binary,1524000020310002,3
502,,Binary,4302320501041403,1
503,,Binary,0421004521340302,3
504,,Binary,2134004014254302,3
505,,Binary,4352342100000104,1
506,,Binary,1350401020300040,2
507,,Binary,4302350102432104,4
508,,Binary,0050002100421030,1
509,,Binary,1230042021434052,1
510,,Binary,0324001320303152,4
511,,Binary,0000513220043400,4
512,,Binary,2003024500044102,1
513,,Binary,4000041021540003,3
514,,Binary,1002302040005010,2
515,,Binary,0142235440301403,1
516,,Binary,3521213003420203,4
517,,Binary,1002243031205213,4
518,,Binary,4102304053202403,1
519,,Binary,3541231040021403,2
520,,Binary,4310524020341400,3
521,,Binary,3104021323001532,4
522,,Binary,0003153203413014,4
523,,Binary,1423321503400100,4
524,,Binary,1023403020103251,4
525,,Binary,1004001035414130,2
526,,Binary,1000400023415000,3
527,,Binary,2050104000204010,3
528,,Binary,1000000425410130,3
529,,Binary,4012200030205043,1
530,,Binary,0420324020344350,1
531,,Binary,1423003223100251,4
532,,Binary,1325400000103000,4
533,,Binary,0020001000410050,3
534,,Binary,4025001203411004,3
535,,Binary,3152001440310403,4
536,,Binary,1002200041035200,3
537,,Binary,0102030404250041,3
538,,Binary,3020500221344013,1
539,,Binary,4521040020401034,3
540,,Binary,4012340152032030,1
541,,Binary,2154020030010042,3
542,,Binary,2300324500201000,1
543,,Binary,0300002030001254,3
544,,Binary,0003123400450412,1
545,,Binary,0102100400054013,1
546,,Binary,1543300000340000,2
547,,Binary,0050021000400030,2
548,,Binary,0300001300021534,2
549,,Binary,2104020534014012,3
550,,Binary,0001120321304352,1
551,,Binary,2451021303420024,3
552,,Binary,0020003030420050,1
553,,Binary,3521001021431200,4
554,,Binary,3524100224314003,1
555,,Binary,4010320121350423,4
556,,Binary,0320023401500413,4
557,,Binary,1302200440050001,3
558,,Binary,2104024330014512,3
559,,Binary,4513000000040400,2
560,,Binary,4351301000402134,2
561,,Binary,2351123400030410,4
562,,Binary,0013000500043002,1
563,,Binary,1423405023103040,3
564,,Binary,2351020001030010,4
565,,Binary,4302542020001030,3
566,,Binary,0001000320004315,2
567,,Binary,1000000021350302,4
568,,Binary,3152200400000403,4
569,,Binary,1024001352410102,3
570,,Binary,3150001440300023,4
571,,Binary,0300124025340412,1
572,,Binary,4003203052140000,3
573,,Binary,1340003000103050,2
574,,Binary,1024503031404010,2
575,,Binary,1304004042350000,1
576,,Binary,1532301020404103,4
577,,Binary,4312002021430054,3
578,,Binary,1423513200000040,4
579,,Binary,1243302140105130,2
580,,Binary,3401210005424213,3
581,,Binary,1203000404350002,1
582,,Binary,0003000021004352,1
583,,Binary,3040230442351023,1
584,,Binary,0513043001001300,2
585,,Binary,4020341053401034,2
586,,Binary,0453304003144132,2
587,,Binary,2004124504210312,3
588,,Binary,4023123023400450,1
589,,Binary,1003024123054132,4
590,,Binary,4130100420105040,3
591,,Binary,2004104035214312,4
592,,Binary,0312305002402134,2
593,,Binary,0003300023544000,1
594,,Binary,4000100450103000,2
595,,Binary,2001001041351403,2
596,,Binary,1000410050003000,2
597,,Binary,4030300020005000,1
598,,Binary,0003000500044032,1
599,,Binary,3421200041005003,1
600,,Binary,1023314223140050,3
601,,Binary,4003200101251032,4
602,,Binary,3120401023405002,1
603,,Binary,1300310040005030,2
604,,Binary,0020001040313050,4
605,,Binary,5134140000414012,2
606,,Binary,0000000000204315,2
607,,Binary,4003020423405432,1
608,,Binary,0052312003404213,3
609,,Binary,4102342102450014,3
610,,Binary,0420354203040001,1
611,,Binary,0000430021350000,4
612,,Binary,4050103400430010,2
613,,Binary,0500020001301403,3
614,,Binary,0002030440250201,3
615,,Binary,1420305023144130,4
616,,Binary,1420310223040500,2
617,,Binary,4300002330005134,2
618,,Binary,1542001300303124,3
619,,Binary,0341021440051023,2
620,,Binary,4321014300043415,2
621,,Binary,0421034220344053,1
622,,Binary,0003000435410132,2
623,,Binary,1423013203050201,4
624,,Binary,3542201442300400,1
625,,Binary,3020500140001000,2
626,,Binary,4312000120050403,4
627,,Binary,3104104524010203,2
628,,Binary,0130324104204052,1
629,,Binary,4130004103042513,4
630,,Binary,4523001023401034,1
631,,Binary,1543000000003402,2
632,,Binary,0124000524014203,2
633,,Binary,4000100420415412,3
634,,Binary,1352203000000400,4
635,,Binary,1420300023045001,4
636,,Binary,0000200000004253,1
637,,Binary,1345020001032000,2
638,,Binary,1340200042530021,1
639,,Binary,2000500030201200,4
640,,Binary,3021020321354002,4
641,,Binary,5032312020404013,1
642,,Binary,3001031441350020,2
643,,Binary,1420304023540102,1
644,,Binary,3000500021044002,1
645,,Binary,3000000025344010,1
646,,Binary,2104024534210012,3
647,,Binary,2153000000000410,4
648,,Binary,4000300020405000,1
649,,Binary,1403315220140230,4
650,,Binary,1354314220304010,2
651,,Binary,2103023034214510,3
652,,Binary,0003000200053104,1
653,,Binary,2351321040021400,4
654,,Binary,4021001021301050,4
655,,Binary,3042231440350023,1
656,,Binary,1325000001004030,4
657,,Binary,3042235440000000,1
658,,Binary,4352010400001003,1
659,,Binary,4012304021341053,2
660,,Binary,4352020100202130,1
661,,Binary,3040531401321420,2
662,,Binary,1043340150002000,4
663,,Binary,0040153400020400,2
664,,Binary,1050001040310042,2
665,,Binary,4000540030002004,1
666,,Binary,0123123403400512,4
667,,Binary,0005010420134031,2
668,,Binary,0003010220154201,4
669,,Binary,1453010000414312,2
670,,Binary,1523000203004000,4
671,,Binary,1300512400004000,3
672,,Binary,0103324123050032,4
673,,Binary,1524300020430200,3
674,,Binary,5124040302311042,3
675,,Binary,3142120400205413,2
676,,Binary,1030400020405000,3
677,,Binary,2041001401351403,2
678,,Binary,2013304100050132,4
679,,Binary,4010530030041030,2
680,,Binary,1403300025144132,3
681,,Binary,1423205002313040,1
682,,Binary,4020541021341040,3
683,,Binary,3102100425314013,4
684,,Binary,0321201300421054,3
685,,Binary,2451004001000003,3
686,,Binary,1002300400054013,1
687,,Binary,0450312023404010,3
688,,Binary,1500013223043420,2
689,,Binary,4003140030405310,2
690,,Binary,2400500030001004,4
691,,Binary,0340000242153124,3
692,,Binary,0140005442301023,1
693,,Binary,1500034041030200,4
694,,Binary,1420310203044531,2
695,,Binary,4102040052412010,3
696,,Binary,3001100050004000,2
697,,Binary,1520020023044132,4
698,,Binary,1430012023504013,4
699,,Binary,1003310223040035,1
700,,Binary,3412500020001030,4
701,,Binary,0124005000300042,1
702,,Binary,1235340000434001,4
703,,Binary,4320500221401030,3
704,,Binary,3521200440300003,4
705,,Binary,3001100421450010,3
706,,Binary,0400124520344012,3
707,,Binary,1020310020045000,4
708,,Binary,2154002330014012,3
709,,Binary,3154100020014203,2
710,,Binary,3120543020404013,1
711,,Binary,0134120034014512,3
712,,Binary,0031000435420013,1
713,,Binary,2043021043251002,1
714,,Binary,1040235440300000,1
715,,Binary,1430310003404253,1
716,,Binary,0050013400100420,4
717,,Binary,4012153404200043,2
718,,Binary,4300345100431030,2
719,,Binary,4312302102050034,3
720,,Binary,3000125401430020,3
721,,Binary,4000300050001030,2
722,,Binary,3524241302011040,1
723,,Binary,0024030025310000,4
724,,Binary,4152304003240413,3
725,,Binary,2104124034250012,1
726,,Binary,2135020330004012,4
727,,Binary,1003420030005000,2
728,,Binary,0000513220043040,4
729,,Binary,2000400050003100,1
730,,Binary,4512000000002000,3
731,,Binary,3152040000001020,4
732,,Binary,2100123530014312,4
733,,Binary,0301200400050003,2
734,,Binary,0130120330014512,3
735,,Binary,4102230404211540,2
736,,Binary,1324041020434050,3
737,,Binary,1320020020034152,3
738,,Binary,5324304000004102,1
739,,Binary,1320500020304000,3
740,,Binary,2001000300254002,4
741,,Binary,0134124034010510,3
742,,Binary,0021100020304513,2
743,,Binary,4103200130145032,1
744,,Binary,2103123005204310,4
745,,Binary,4020103020400050,1
746,,Binary,1000400020005040,3
747,,Binary,0020000023003251,4
748,,Binary,4135000400130241,2
749,,Binary,0041001440500420,3
750,,Binary,0042231440310453,2
751,,Binary,1004000334050012,1
752,,Binary,2001400050041000,3
753,,Binary,3001231000305243,1
754,,Binary,1354200004000030,2
755,,Binary,5104100224314210,3
756,,Binary,0540231441301403,2
757,,Binary,3100531440001020,2
758,,Binary,0451023020434012,2
759,,Binary,4300140020433514,2
760,,Binary,5342240030000013,1
761,,Binary,4132340102002510,3
762,,Binary,1400200040305000,3
763,,Binary,1003203534014012,4
764,,Binary,1420320120004352,1
765,,Binary,0023320120044152,3
766,,Binary,3145031040011020,2
767,,Binary,1004000030015132,4
768,,Binary,4300010004000534,2
769,,Binary,2134124504010012,3
770,,Binary,0123000420051342,1
771,,Binary,0524040302311302,1
772,,Binary,1030540021004000,3
773,,Binary,1420410250403210,2
774,,Binary,0104100354214012,3
775,,Binary,4003541223401030,3
776,,Binary,0500040001404300,2
777,,Binary,3420130025340013,1
778,,Binary,3105201400310003,2
779,,Binary,1023403223453200,1
780,,Binary,3400100021405002,4
781,,Binary,4312324000041453,2
782,,Binary,3040241341351020,2
783,,Binary,4352042102432030,1
784,,Binary,3021500020004013,1
785,,Binary,2300020441250010,3
786,,Binary,3000000101201352,4
787,,Binary,0350004000201032,1
788,,Binary,1423300223050201,4
789,,Binary,0020300021544000,3
790,,Binary,0034100500010012,3
791,,Binary,1200500220304000,3
792,,Binary,1004510220004000,3
793,,Binary,2030300450001000,4
794,,Binary,2100021440201452,3
795,,Binary,5324014220000003,1
796,,Binary,0350003430400010,2
797,,Binary,1324001320353102,1
798,,Binary,4312324020045403,1
799,,Binary,2031015413404210,2
800,,Binary,1352340100004000,4
801,,Binary,1023510223004000,3
802,,Binary,0104124504214002,3
803,,Binary,1524400304013102,3
804,,Binary,3541231440021000,2
805,,Binary,1000000000303451,2
806,,Binary,0423013223000504,2
807,,Binary,5431014213000210,2
808,,Binary,3002100420305013,4
809,,Binary,1325400000033001,4
810,,Binary,0020001023400050,3
811,,Binary,4321210502340002,3
812,,Binary,0301301021450034,3
813,,Binary,0423315203100200,4
814,,Binary,1400500040003200,2
815,,Binary,1523314023044030,4
816,,Binary,1030312023414250,1
817,,Binary,5120100223414013,3
818,,Binary,2001400353023124,1
819,,Binary,1023001502310142,4
820,,Binary,4023041020001235,4
821,,Binary,1304200300050002,1
822,,Binary,4000000053420000,1
823,,Binary,1420314220540230,1
824,,Binary,3052001000301420,4
825,,Binary,5041100023044003,3
826,,Binary,4312045021430030,2
827,,Binary,1034041001534021,4
828,,Binary,0132140030405314,2
829,,Binary,1000200050003010,4
830,,Binary,0021000051430000,2
831,,Binary,3020100050004002,2
832,,Binary,3542100040300000,1
833,,Binary,0021000221354013,4
834,,Binary,3542130020004010,1
835,,Binary,2004124034014152,3
836,,Binary,1032430020433254,1
837,,Binary,0103543220003014,1
838,,Binary,1020315220144201,4
839,,Binary,0152001442301023,4
840,,Binary,3002201440315403,1
841,,Binary,2351020001030400,4
842,,Binary,0312000152432034,1
843,,Binary,4132000034011543,2
844,,Binary,1420300023544100,1
845,,Binary,3001201501021243,4
846,,Binary,0320001000340053,4
847,,Binary,1024420120435002,3
848,,Binary,1004420020405010,3
849,,Binary,2513420003000042,4
850,,Binary,2301123440005412,3
851,,Binary,0504041021434201,3
852,,Binary,4102140032402514,3
853,,Binary,4352040010032130,1
854,,Binary,1050042101434310,3
855,,Binary,4002140000412315,4
856,,Binary,1300240042000504,1
857,,Binary,4012300020005000,1
858,,Binary,0423314203144050,3
859,,Binary,3042000042350420,1
860,,Binary,0002200302050024,1
861,,Binary,1043201041305020,3
862,,Binary,3012400020435200,1
863,,Binary,2451300203040210,3
864,,Binary,1020210040005000,3
865,,Binary,1000235400420201,1
866,,Binary,1200541021434000,3
867,,Binary,2103023034014352,1
868,,Binary,4021123400453002,3
869,,Binary,3021023421454010,3
870,,Binary,1000500220434200,3
871,,Binary,1003000103050032,4
